date,url,title,sentiment_score,overall_sentiment,positive_count,negative_count,neutral_count,total_sentences
2024-10-28,https://www.bloomberg.co.jp/news/articles/2024-10-28/SM350LT1UM0W00,ＬＭＥ銅下落、中国建設業界からの需要低迷続く－亜鉛は反発,-0.2573,ネガティブ,3,6,1,10
2024-10-28,https://www.bloomberg.co.jp/news/articles/2024-10-28/SM26OPT0G1KX00,苦戦する円、それでも米大統領選の究極の避難先として有力,-0.0411,中立,15,12,12,39
2024-10-28,https://www.bloomberg.co.jp/news/articles/2024-10-28/SM2O5TDWLU6800,アップル、ＡＩ機能が部分的に始動－「M4」搭載「iMac」も発表,0.2218,ポジティブ,9,2,3,14
2024-11-01,https://www.bloomberg.co.jp/news/articles/2024-11-01/SMA9VIT0AFB400,ハルク・ホーガンが「ＭＡＧＡ」で見る夢、ビール事業で億万長者に,0.3164,ポジティブ,18,7,2,27
2024-11-01,https://www.bloomberg.co.jp/news/articles/2024-11-01/SMA8XJT0AFB400,【米国市況】決算堅調で株に押し目買い－円は対ドル153円付近に下落,0.0107,中立,28,20,15,63
2024-11-01,https://www.bloomberg.co.jp/news/articles/2024-11-01/SMAB25T1UM0W00,米金融当局のリバースレポ利用額、21年５月以来の2000億ドル割れ,-0.0857,中立,6,4,4,14
2024-11-01,https://www.bloomberg.co.jp/news/articles/2024-11-01/SMAA99T1UM0W00,英中銀の金利据え置きの確率は50％、予算案が影響－バンガード,-0.0727,中立,2,3,3,8
2024-11-01,https://www.bloomberg.co.jp/news/articles/2024-11-01/SMA2RIT0G1KW00,英国の財政余力、当初想定より少ない見込み－予算責任局が誤り,-0.2996,ネガティブ,3,9,2,14
2024-11-06,https://www.bloomberg.co.jp/news/articles/2024-11-06/SMJRD9DWRGG000,米鉄鋼株の人気復活、トランプ氏返り咲きで業界先行きに楽観論,0.1202,ポジティブ,6,2,2,10
2024-11-06,https://www.bloomberg.co.jp/news/articles/2024-11-06/SMIYNDT1UM0W00,トランプ氏勝利、衝撃のホワイトハウス返り咲き－ハリス氏敗北認める,0.182,ポジティブ,26,11,2,39
2024-11-06,https://www.bloomberg.co.jp/news/articles/2024-11-06/SMJUQ8T1UM0W00,ＭＳＣＩ､ＡＣＷＩ指数にフジクラなど22銘柄追加－57銘柄を除外,0.1355,ポジティブ,4,1,3,8
2024-11-06,https://www.bloomberg.co.jp/news/articles/2024-11-06/SMJTB7T0AFB400,ブラジル中銀、政策金利0.5ポイント引き上げ－引き締め加速,0.2256,ポジティブ,7,1,3,11
2024-11-06,https://www.bloomberg.co.jp/news/articles/2024-11-06/SMI4JMT0G1KW00,決算迫る大手銀行株に先高観、日銀利上げと持ち合い解消が業績追い風,0.0911,中立,14,3,5,22
2024-12-03,https://www.bloomberg.co.jp/news/articles/2024-12-03/SNV2APT1UM0X00,楽天Ｇ、今年３度目のドル債発行へ－利回り8.375％程度で需要調査,0.2815,ポジティブ,12,3,3,18
2024-12-03,https://www.bloomberg.co.jp/news/articles/2024-12-03/SNXRQ9DWLU6800,ブラックロックの買収攻勢でビリオネア続出－魅惑のプライベート市場,0.7332,ポジティブ,13,0,0,13
2024-12-03,https://www.bloomberg.co.jp/news/articles/2024-12-03/SNXSKFDWRGG000,多くの中国の取引業者、米国産の銅スクラップ輸入停止－関税懸念,-0.2277,ネガティブ,2,7,2,11
2024-12-03,https://www.bloomberg.co.jp/news/articles/2024-12-03/SNXRRVDWX2PS00,【米国市況】Ｓ＆Ｐ500小幅高、今年55回目の最高値－円は一時148円台,-0.0691,中立,18,21,20,59
2024-12-03,https://www.bloomberg.co.jp/news/articles/2024-12-03/SNXL42DWX2PS00,ＳＢＩ、ドイツのフィンテック企業ソラリスの過半数株主へ－関係者,0.2851,ポジティブ,6,2,1,9
2024-12-23,https://www.bloomberg.co.jp/news/articles/2024-12-23/SOX41ZT0G1KW00,ヘッジファンド、原子力関連株急騰に警戒感－トランプ政権には期待,0.0565,中立,16,8,6,30
2024-12-23,https://www.bloomberg.co.jp/news/articles/2024-12-23/SOYQHNT0AFB400,ＮＹ連銀の常設レポファシリティー調整、現行枠組みでは効果限定的か,-0.1107,ネガティブ,6,8,7,21
2024-12-23,https://www.bloomberg.co.jp/news/articles/2024-12-23/SOYYN1T0AFB400,ビル・クリントン氏、ワシントンの病院に入院－発熱受け検査,-0.0177,中立,5,4,0,9
2024-12-23,https://www.bloomberg.co.jp/news/articles/2024-12-22/SOWY2JT1UM0W00,ビットコイン下げ幅縮小、週間での下落後－小規模トークン上昇相次ぐ,-0.0915,中立,4,4,5,13
2024-12-23,https://www.bloomberg.co.jp/news/articles/2024-12-23/SOS5TPT0G1KW00,円は海外勢の日本株買いに最適な水準－ゴールドマンのカーク氏,0.1783,ポジティブ,11,2,4,17
2024-12-27,https://www.bloomberg.co.jp/news/articles/2024-12-27/SP67XPDWRGG000,中東で原油供給脅かすリスクが高まっている－ラピダンのマクナリー氏,-0.0372,中立,1,2,5,8
2024-12-27,https://www.bloomberg.co.jp/news/articles/2024-12-27/SP5RUGT1UM0W00,12月27日の海外株式･債券･為替･商品市場,-0.074,中立,17,31,15,63
2024-12-27,https://www.bloomberg.co.jp/news/articles/2024-12-27/SP5VGJDWX2PS00,【米国市況】株下落、ハイテク中心に売り－円は対ドル157円台後半,-0.0856,中立,11,24,11,46
2024-12-27,https://www.bloomberg.co.jp/news/articles/2024-12-27/SP5Z6QT0AFB400,【欧州市況】ドイツ債下落、利回り11月半ば以来の高水準－株上昇,0.016,中立,8,7,3,18
2024-12-27,https://www.bloomberg.co.jp/news/articles/2024-12-27/SP5YFET0AFB400,シュレジンガー元独連銀総裁が死去、100歳－｢筋金入りの金融タカ派」,0.1784,ポジティブ,5,3,2,10
2025-01-06,https://www.bloomberg.co.jp/news/articles/2025-01-06/SPOQ3GDWLU6800,トランプ氏長男がグリーンランド訪問へ、自治政府首相は独立を主張,0.1902,ポジティブ,7,2,2,11
2025-01-06,https://www.bloomberg.co.jp/news/articles/2025-01-06/SPNI7DT0AFB400,ＬＭＥ銅上昇、トランプ次期政権が関税政策の範囲限定検討との報道で,-0.0336,中立,2,2,2,6
2025-01-06,https://www.bloomberg.co.jp/news/articles/2025-01-06/SPOEECDWRGG000,【米国市況】トランプ関税巡りドル大幅安、一時156円台－テク株高い,-0.0415,中立,34,33,13,80
2025-01-06,https://www.bloomberg.co.jp/news/articles/2025-01-06/SPOP9TT1UM0W00,ボーイング、企業文化の変革は「現在進行中の作業」－米運輸長官,0.1339,ポジティブ,6,3,2,11
2025-01-06,https://www.bloomberg.co.jp/news/articles/2025-01-06/SPON8QT0G1KW00,デルがＰＣのブランド名を一新、アップル方式でシンプルに,0.1381,ポジティブ,9,2,3,14
2025-01-07,https://www.bloomberg.co.jp/news/articles/2025-01-07/SPQQUAT0G1KW00,日鉄のＵＳスチール買収巡る訴訟、クレジットに悪影響－ムーディーズ,-0.0786,中立,2,2,0,4
2025-01-07,https://www.bloomberg.co.jp/news/articles/2025-01-07/SPQMY3T0AFB500,ベネズエラ野党指導者、義理の息子誘拐されたと指摘－帰国意向表明後,0.1716,ポジティブ,7,5,0,12
2025-01-07,https://www.bloomberg.co.jp/news/articles/2025-01-07/SPOW9YT1UM0W00,インド、電子業界支援で補助金支給と関税引き下げを検討－関係者,0.2286,ポジティブ,11,3,3,17
2025-01-07,https://www.bloomberg.co.jp/news/articles/2025-01-07/SPQ165T0G1KW00,メタ、第三者ファクトチェックを米国で廃止－「監視行き過ぎた」,-0.1396,ネガティブ,6,7,1,14
2025-01-07,https://www.bloomberg.co.jp/news/articles/2025-01-07/SPQAYYT0G1KW00,【米国市況】インフレ懸念で国債利回り上昇、株下落－ドル158円付近,-0.1362,ネガティブ,19,25,13,57
2025-02-03,https://www.bloomberg.co.jp/news/articles/2025-02-03/SR47FIDWRGG000,バイデン氏が「見せかけ」の審査で買収阻止－日鉄とＵＳスチール主張,-0.1438,ネガティブ,5,7,0,12
2025-02-03,https://www.bloomberg.co.jp/news/articles/2025-02-03/SR4IDST0G1KW00,米財務省、１－３月借り入れ必要額予想を下方修正－現金残高据え置き,0.0439,中立,7,2,9,18
2025-02-03,https://www.bloomberg.co.jp/news/articles/2025-02-03/SR4LOLT0AFB400,米国際開発局は見直し後に廃止も、ルビオ国務長官が議会に通知,0.072,中立,4,1,0,5
2025-02-03,https://www.bloomberg.co.jp/news/articles/2025-02-03/SR4M20DWX2PS00,温厚なカナダ人も怒り爆発、トランプ関税の衝撃－裏切りに匹敵との声,-0.2333,ネガティブ,8,9,4,21
2025-02-03,https://www.bloomberg.co.jp/news/articles/2025-02-03/SR4N0JDWRGG000,ＮＸＰセミコン、売上高見通しが市場予想下回る－半導体需要低迷続く,-0.2949,ネガティブ,6,5,0,11
2025-02-25,https://www.bloomberg.co.jp/news/articles/2025-02-25/SS9CGZT0AFB400,テスラの株式時価総額、１兆ドルの大台割り込む－欧州で販売急減,-0.2912,ネガティブ,3,8,1,12
2025-02-25,https://www.bloomberg.co.jp/news/articles/2025-02-25/SS9AI0T0AFB400,モメンタムに裏切られたギャンブラー、レバレッジ型ＥＴＦは40％下落,-0.1554,ネガティブ,12,19,10,41
2025-02-25,https://www.bloomberg.co.jp/news/articles/2025-02-25/SS95CTT0AFB400,バーキン総裁「やや景気抑制的」姿勢維持が適切－物価上昇の逆風警告,0.1712,ポジティブ,4,2,2,8
2025-02-25,https://www.bloomberg.co.jp/news/articles/2025-02-25/SS99KIT1UM0W00,マスク氏の業務報告要請に応じた連邦職員は100万人強－全体の半数弱,-0.1097,ネガティブ,3,4,2,9
2025-02-25,https://www.bloomberg.co.jp/news/articles/2025-02-25/SS90RBT0G1KW00,【米国市況】円一時４カ月ぶり高値、株４日続落－消費者信頼感が悪化,-0.1211,ネガティブ,20,30,23,73
2025-02-28,https://www.bloomberg.co.jp/news/articles/2025-02-28/SSDG41T0G1KW00,インドネシア中銀、ルピア支援－株価指数は弱気相場入りの方向,0.049,中立,4,3,2,9
2025-02-28,https://www.bloomberg.co.jp/news/articles/2025-02-28/SSD4DGT1UM0W00,ベゾス氏婚約者ら宇宙へ、ブルーオリジン女性クルーのみのロケット,0.5501,ポジティブ,10,0,0,10
2025-02-28,https://www.bloomberg.co.jp/news/articles/2025-02-27/SSCHA4T0G1KW00,トランプ大統領、カナダ・メキシコ関税３月４日発動－中国も10％追加,-0.1353,ネガティブ,9,16,7,32
2025-02-28,https://www.bloomberg.co.jp/news/articles/2025-02-28/SRZ6EET1UM0W00,政府当初予算案が異例の国会修正、29年ぶり－予備費削減で総額は減少,-0.0401,中立,11,10,8,29
2025-02-28,https://www.bloomberg.co.jp/news/articles/2025-02-27/SSBXZ7T0G1KW00,運用会社ヒルハウス、ペプシコ幹部採用－日本などへの投資拡大へ,0.3422,ポジティブ,12,2,0,14
2025-03-07,https://www.bloomberg.co.jp/news/articles/2025-03-07/SSRVK4T1UM0W00,米国のはしか感染、１週間で３割の猛烈なペースで増加－ＣＤＣ,-0.4228,ネガティブ,3,18,2,23
2025-03-07,https://www.bloomberg.co.jp/news/articles/2025-03-07/SSRRJODWRGG000,【米国市況】株上昇、ＦＲＢ議長発言で下げから反転－ドル148円付近,-0.0334,中立,19,19,24,62
2025-03-07,https://www.bloomberg.co.jp/news/articles/2025-03-07/SSRSUVT0G1KW00,ナスダック取引所、26年下期にも24時間体制に－国外からの需要に応え,0.1204,ポジティブ,6,4,3,13
2025-03-07,https://www.bloomberg.co.jp/news/articles/2025-03-07/SSRQUOT0G1KW00,ロシア産原油価格の上限撤廃、トランプ氏の顧問らが検討－関係者,-0.0415,中立,2,4,3,9
2025-03-07,https://www.bloomberg.co.jp/news/articles/2025-03-07/SSRKMFDWRGG000,パウエルＦＲＢ議長、政策金利調整の検討はまだ急ぐ必要ない,0.0911,中立,17,9,6,32
2025-03-28,https://www.bloomberg.co.jp/news/articles/2025-03-28/STUL7WDWX2PS00,ソーダは駄目、ケネディ米厚生長官が食料費補助対策からの除外を推進,0.4398,ポジティブ,6,0,2,8
2025-03-28,https://www.bloomberg.co.jp/news/articles/2025-03-28/STUP77T0G1KW00,トランプ氏、関税巡る交渉に「オープン」－医薬品関税は近く発表へ,0.1449,ポジティブ,3,3,0,6
2025-03-28,https://www.bloomberg.co.jp/news/articles/2025-03-28/STUFX0T0AFB400,【米国市況】景気不安で株大幅安、ドルも下げ150円割れ－国債上昇,-0.1858,ネガティブ,15,34,21,70
2025-03-28,https://www.bloomberg.co.jp/news/articles/2025-03-28/STUAW4DWX2PS00,デーリーＳＦ連銀総裁、今年２回の利下げなお予想－ロイター,0.2652,ポジティブ,6,1,3,10
2025-03-28,https://www.bloomberg.co.jp/news/articles/2025-03-28/STUAD4T1UM0W00,トランプ氏とカナダ首相、初の電話協議－４月総選挙後に会談へ,0.3599,ポジティブ,11,2,1,14
2025-03-31,https://www.bloomberg.co.jp/news/articles/2025-03-31/STYPHZT0AFB400,米国防長官、在日米軍を「戦う」司令部に－中国への対抗姿勢を鮮明に,0.3624,ポジティブ,10,0,2,12
2025-03-31,https://www.bloomberg.co.jp/news/articles/2025-03-31/STTREUDWX2PS00,二転三転の25年度当初予算が成立、高額療養費巡り参院で異例の再修正,0.2265,ポジティブ,11,2,2,15
2025-03-31,https://www.bloomberg.co.jp/news/articles/2025-03-31/STYJKST0G1KW00,マスク氏ら自家用ジェット機所有者、飛行データの非公開化が可能に,-0.1405,ネガティブ,4,5,3,12
2025-03-31,https://www.bloomberg.co.jp/news/articles/2025-03-31/STTPM5DWRGG000,【日本市況】日経平均急落、調整局面入り－米スタグフレーション懸念,-0.0484,中立,12,12,13,37
2025-03-31,https://www.bloomberg.co.jp/news/articles/2025-03-31/STYLMHT0AFB400,金が3100ドル突破、安全資産需要高まり高値更新－米相互関税発表控え,0.2459,ポジティブ,11,2,2,15
2025-04-03,https://www.bloomberg.co.jp/news/articles/2025-04-03/SU48X9T0AFB400,実質消費支出は３カ月ぶりマイナス、食料や住居が減少－２月,-0.1274,ネガティブ,3,2,0,5
2025-04-03,https://www.bloomberg.co.jp/news/articles/2025-04-03/SU5RX6T1UM0W00,ドル指数下落、トランプ氏当選後の上昇消す－今年10％下げの予想も,-0.2299,ネガティブ,4,10,3,17
2025-04-03,https://www.bloomberg.co.jp/news/articles/2025-04-03/SU5UHET0AFB400,日本株は大幅続落へ、米国株急落や為替の円高を嫌気－内外需広く売り,-0.2765,ネガティブ,0,3,2,5
2025-04-03,https://www.bloomberg.co.jp/news/articles/2025-04-03/SU2OGHT0AFB400,債券は上昇へ、トランプ関税でリスクオフ－先物夜間取引が大幅高,-0.0716,中立,1,3,4,8
2025-04-03,https://www.bloomberg.co.jp/news/articles/2025-04-03/SU4L6HDWRGG000,円上昇して145円台、米関税でリスク回避の流れ継続－半年ぶり高値圏,-0.2013,ネガティブ,4,6,2,12
2025-04-04,https://www.bloomberg.co.jp/news/articles/2025-04-04/SU7S1RT0G1KW00,ＪＰモルガン、今年の米リセッションを予想－トランプ関税が雇用抑制,0.0241,中立,5,4,11,20
2025-04-04,https://www.bloomberg.co.jp/news/articles/2025-04-04/SU7MUMT0G1KW00,カリフォルニア州産品は報復除外を、知事が各国に「対話」アピール,0.3148,ポジティブ,13,3,2,18
2025-04-04,https://www.bloomberg.co.jp/news/articles/2025-04-04/SU7DGLT1UM0W00,【米国市況】株急落、ナスダック100は弱気相場入り－円は147円付近,-0.1311,ネガティブ,20,36,12,68
2025-04-04,https://www.bloomberg.co.jp/news/articles/2025-04-04/SU7FT9T0G1KW00,バイトダンス、TikTok巡る米との協議認める－トランプ氏期限延長,0.3479,ポジティブ,11,3,0,14
2025-04-04,https://www.bloomberg.co.jp/news/articles/2025-04-04/SU7LIUT0AFB400,米共和のクルーズ上院議員、トランプ関税を批判－経済への打撃を警告,-0.3028,ネガティブ,1,7,3,11
2025-04-07,https://www.bloomberg.co.jp/news/articles/2025-04-07/SUBMXZT0AFB400,日米首脳が電話会談、関税協議開始へ－日本は優先的対応と米財務長官,0.2214,ポジティブ,18,4,16,38
2025-04-07,https://www.bloomberg.co.jp/news/articles/2025-04-07/SUD4ZLDWRGG000,トランプ米政権、輸出業者向け税優遇措置を検討－報復関税への対応で,-0.0893,中立,7,6,3,16
2025-04-07,https://www.bloomberg.co.jp/news/articles/2025-04-07/SUDC22T0AFB400,ＮＹ銅が弱気相場入り、米相互関税の一部発動で景気後退懸念強まる,-0.4088,ネガティブ,2,6,0,8
2025-04-07,https://www.bloomberg.co.jp/news/articles/2025-04-07/SUCQIHT0AFB400,日鉄のＵＳスチール買収、トランプ氏がＣＦＩＵＳに再審査を指示,0.1845,ポジティブ,10,5,6,21
2025-04-07,https://www.bloomberg.co.jp/news/articles/2025-04-07/SUDA75DWX2PS00,ブロードコム、100億ドル規模の自社株買い計画発表－株安に続き,0.2997,ポジティブ,4,1,2,7
2025-04-08,https://www.bloomberg.co.jp/news/articles/2025-04-08/SUF9I1T0AFB400,トランプ米大統領、石炭採掘・利用を促進へ－ＡＩブーム後押し,0.583,ポジティブ,7,0,0,7
2025-04-08,https://www.bloomberg.co.jp/news/articles/2025-04-08/SUDZWIT0AFB400,円は145円台後半、相互関税でリスクオフの買い－日銀総裁の発言注目,-0.106,ネガティブ,1,5,8,14
2025-04-08,https://www.bloomberg.co.jp/news/articles/2025-04-08/SUEZ3TT0G1KW00,ルービニ氏、市場動揺に先に屈するのはトランプ氏－米金利据え置きへ,-0.0928,中立,4,6,3,13
2025-04-08,https://www.bloomberg.co.jp/news/articles/2025-04-08/SUC55FT1UM0W00,羊の皮かぶる恐怖指数、「８月暴落」と異質の売り主体－調整長期化も,-0.2426,ネガティブ,3,8,4,15
2025-04-08,https://www.bloomberg.co.jp/news/articles/2025-04-08/SUE8RAT1UM0W00,債券は下落へ、超長期需給懸念や円安是正観測で－植田総裁発言に注目,0.0026,中立,5,4,3,12
2025-04-10,https://www.bloomberg.co.jp/news/articles/2025-04-10/SUIYFIT1UM0W,金価格が最高値、世界経済に対する関税の影響を懸念－安全資産に逃避,0.0447,中立,4,4,8,16
2025-04-10,https://www.bloomberg.co.jp/news/articles/2025-04-10/SUHQEDT1UM0W00,円は一時143円台後半、米中貿易戦争警戒でドル売り－昨年10月来高値,-0.2657,ネガティブ,1,7,4,12
2025-04-10,https://www.bloomberg.co.jp/news/articles/2025-04-10/SUIU2DT0AFB400,ＬＭＥ銅反発も上げ縮小、米中貿易戦争激化で－アルミやスズも高い,-0.2368,ネガティブ,3,6,5,14
2025-04-10,https://www.bloomberg.co.jp/news/articles/2025-04-10/SUITYDDWRGG000,日本株は反落へ、米国株安や円高を懸念－半導体や自動車に売り,-0.4004,ネガティブ,0,4,0,4
2025-04-10,https://www.bloomberg.co.jp/news/articles/2025-04-10/SUH6L3T1UM0W00,債券は上昇へ、前日下落の反動とリスク回避で買い－円高も支援材料,0.0572,中立,3,2,3,8
2025-05-13,https://www.bloomberg.co.jp/news/articles/2025-05-13/SW6LBIT1UM0W00,日本株の守護神は記録的自社株買い、昨年比２倍ペースで米関税に応戦,0.2376,ポジティブ,13,2,2,17
2025-05-13,https://www.bloomberg.co.jp/news/articles/2025-05-13/SW5OLYT0G1KW00,ＪＰモルガン、３年以内に時価総額１兆ドルも－銀行初の大台視野,0.3093,ポジティブ,6,1,3,10
2025-05-13,https://www.bloomberg.co.jp/news/articles/2025-05-13/SW7TLZT0AFB400,米減税法案で浮上の「ＭＡＧＡ口座」、米国株投資で子供の未来を支援,0.232,ポジティブ,16,4,7,27
2025-05-13,https://www.bloomberg.co.jp/news/articles/2025-05-13/SW7UJFT1UM0W00,ファーウェイ製ＡＩ半導体使用、「世界のどこでも」規制違反－米政権,-0.0965,中立,4,6,4,14
2025-05-13,https://www.bloomberg.co.jp/news/articles/2025-05-13/SW7Y2JT1UM0W00,ＬＭＥ銅など工業用金属が上昇、米中合意と米ＣＰＩを見極め,0.0939,中立,4,3,3,10
2025-05-29,https://www.bloomberg.co.jp/news/articles/2025-05-29/SWYD43T0G1KW00,鉱工業生産は３カ月ぶりマイナス、生産用機械など低下－判断据え置き,-0.1168,ネガティブ,2,1,1,4
2025-05-29,https://www.bloomberg.co.jp/news/articles/2025-05-29/SX03Q6T0AFB500,日本の自動車株に急ブレーキリスク、中国ＥＶ脅威と対米交渉で悲観論,-0.1915,ネガティブ,4,10,6,20
2025-05-29,https://www.bloomberg.co.jp/news/articles/2025-05-29/SX1HFST1UM0W00,デルの通期利益見通し、予想上回る－ＡＩサーバーの需要旺盛,0.3495,ポジティブ,16,3,2,21
2025-05-29,https://www.bloomberg.co.jp/news/articles/2025-05-29/SWYILOT0AFB400,郵船社長、エネオスＨＤの海運買収に続くＭ＆Ａに意欲－類似案件探る,0.2249,ポジティブ,7,3,4,14
2025-05-29,https://www.bloomberg.co.jp/news/articles/2025-05-29/SX0IHXT0G1KW00,海外勢が日本株を８週連続で買い越し、約２年ぶりの長さ－５月第３週,0.2047,ポジティブ,6,1,1,8
2025-06-26,https://www.bloomberg.co.jp/news/articles/2025-06-26/SYHCV9T0AFB400,ナイキ株急伸、売上高底入れを予想－関税の影響軽減で値上げへ,0.1446,ポジティブ,13,7,0,20
2025-06-26,https://www.bloomberg.co.jp/news/articles/2025-06-26/SYFTMZDWRGG000,ウォール街との蜜月終わった中国投資－1.3兆ドルＳＷＦの栄枯盛衰,0.1002,ポジティブ,36,25,12,73
2025-06-26,https://www.bloomberg.co.jp/news/articles/2025-06-26/SYHJDHDWRGG000,トランプ氏の利下げ要求支持、ＦＲＢ議長候補か答えず－ハセット氏,-0.0886,中立,1,2,3,6
2025-06-26,https://www.bloomberg.co.jp/news/articles/2025-06-26/SYHEDKT0G1KW00,ＬＭＥ銅、供給逼迫が再び鮮明に－ゴールドマンは不足の深刻化を警告,-0.0112,中立,6,4,3,13
2025-06-26,https://www.bloomberg.co.jp/news/articles/2025-06-26/SYHET2DWLU6800,米上乗せ関税、７月９日期限は重要でない－延長もあると大統領報道官,0.065,中立,2,1,1,4
2025-07-23,https://www.bloomberg.co.jp/news/articles/2025-07-23/SZTNT9GPQQ6E00,米最大の送電網運営会社コスト、過去最高を更新－ＡＩブームで,-0.0381,中立,7,5,0,12
2025-07-23,https://www.bloomberg.co.jp/news/articles/2025-07-23/SZVDBUGPL3WX00,トランプ氏の対日自動車関税、米産業に「不利益」との声－反発強まる,-0.1159,ネガティブ,12,17,3,32
2025-07-23,https://www.bloomberg.co.jp/news/articles/2025-07-23/SZVFKAGPQQJX00,ミレニアム、外部ヘッジファンド２社に計42億ドル運用委託－関係者,0.313,ポジティブ,11,1,3,15
2025-07-23,https://www.bloomberg.co.jp/news/articles/2025-07-23/SZUBH6GPL3ZL00,日本株勝ち組、関税合意と首相退陣観測で顔ぶれ一変も－自動車逆襲へ,-0.0359,中立,4,7,6,17
2025-07-23,https://www.bloomberg.co.jp/news/articles/2025-07-23/SZVCCYGPL46V00,ＩＢＭ４－６月期、ソフトウエア部門の売上高が予想に届かず,0.1491,ポジティブ,8,4,1,13
2025-08-12,https://www.bloomberg.co.jp/news/articles/2025-08-12/T0WKD3GP493700,ステーブルコイン発行のサークル、株価下落－株主ら1000万株売り出し,0.1026,ポジティブ,5,3,1,9
2025-08-12,https://www.bloomberg.co.jp/news/articles/2025-08-12/T0UUVOGP9VD500,英マンが日本の銀行株に回帰、インフレ抑制の利上げ続くと予想,0.2967,ポジティブ,10,1,4,15
2025-08-12,https://www.bloomberg.co.jp/news/articles/2025-08-12/T0VW0YGP9VCZ00,トランプ氏、パウエル氏に対する訴訟を検討－ＦＲＢ本部改修巡り,-0.0564,中立,8,8,3,19
2025-08-12,https://www.bloomberg.co.jp/news/articles/2025-08-12/T0WEXPGOYMU300,米コアウィーブ、損失拡大－データセンター需要急増で投資継続,0.0866,中立,12,7,0,19
2025-08-12,https://www.bloomberg.co.jp/news/articles/2025-08-12/T0WEPIGP494M00,９月の米大幅利下げ観測に勢い、ＣＰＩ統計がハト派の見方支える,0.0326,中立,7,5,5,17
2025-09-04,https://www.bloomberg.co.jp/news/articles/2025-09-04/T2347AGOT0K200,トランプ氏、国防総省を戦争省に改称へ－1940年代以前の旧名称に回帰,0.1831,ポジティブ,9,1,5,15
2025-09-04,https://www.bloomberg.co.jp/news/articles/2025-09-04/T21K3UGOT0JZ00,アナリストの業績予想、引き上げ数が過去最多に－日本株の上昇再開へ,0.241,ポジティブ,10,1,6,17
2025-09-04,https://www.bloomberg.co.jp/news/articles/2025-09-04/T231SJGOYMTE00,オラクル関連のデータセンター融資、ＪＰモルガンと三菱ＵＦＪが主導,0.0788,中立,9,4,3,16
2025-09-04,https://www.bloomberg.co.jp/news/articles/2025-09-04/T22XNEGP9VCY00,私立大学が消える、10年で370校が米国で閉鎖・合併へ－コンサル調査,-0.4627,ネガティブ,2,11,3,16
2025-09-04,https://www.bloomberg.co.jp/news/articles/2025-09-04/T22Y9QGOT0KA00,トランプ米大統領、連邦取引委の民主党委員解任求め最高裁に上告,0.1829,ポジティブ,5,1,1,7
2022-01-18,https://www.bloomberg.co.jp/news/articles/2022-01-18/R5XFH3DWLU6F01,米株式市場「調整局面」へ－カーライル共同創業者ルーベンスタイン氏,0.0175,中立,4,3,2,9
2022-01-18,https://www.bloomberg.co.jp/news/articles/2022-01-18/R5XJFXT0G1KW01,商船三井のダイビルへのＴＯＢ成立、完全子会社へ,0.4237,ポジティブ,3,0,0,3
2022-01-18,https://www.bloomberg.co.jp/news/articles/2022-01-18/R5XENWDWLU6A01,アリババのＡＤＲが下落、米当局がクラウド部門を調査との報道で,-0.2468,ネガティブ,2,6,1,9
2022-01-18,https://www.bloomberg.co.jp/news/articles/2022-01-18/R5X9A2DWX2PU01,ゴールドマンの年間経費が過去最高、金融界の人材獲得競争の激化映す,0.2147,ポジティブ,7,3,1,11
2022-01-18,https://www.bloomberg.co.jp/news/articles/2022-01-18/R5X5ISDWRGG001,米国株売り強まる、国債利回り上昇－早期利上げ観測で,-0.0335,中立,14,14,9,37
2022-01-21,https://www.bloomberg.co.jp/news/articles/2022-01-21/R62MENDWRGG001,【米国市況】株続落、週間で20年３月以来の大幅安－ハイテク売り続く,-0.093,中立,12,17,12,41
2022-01-21,https://www.bloomberg.co.jp/news/articles/2022-01-21/R62SA2DWLU6C01,ゴールドマン､選ばれし約30人の最高幹部に新たな賞与計画-報酬膨らむ,0.2606,ポジティブ,5,2,2,9
2022-01-21,https://www.bloomberg.co.jp/news/articles/2022-01-21/R62U61DWLU6801,オミクロン再感染の確率極めて低い、少なくとも短期では－ファウチ氏,-0.0057,中立,1,1,2,4
2022-01-21,https://www.bloomberg.co.jp/news/articles/2022-01-21/R62PHOT0AFB701,原油150ドルに急伸した場合の世界経済への影響、ＪＰモルガンが分析,-0.1032,ネガティブ,1,5,3,9
2022-01-21,https://www.bloomberg.co.jp/news/articles/2022-01-21/R62PMJDWX2PS01,バイデン米大統領、半導体業界支援法案の速やかな可決を議会に訴え,0.6085,ポジティブ,5,0,0,5
2022-01-28,https://www.bloomberg.co.jp/news/articles/2022-01-28/R6FYNIT0AFB4,ゴールドマンのソロモン氏、21年報酬40億円－米銀ＣＥＯトップに並ぶ,0.4589,ポジティブ,5,0,2,7
2022-01-28,https://www.bloomberg.co.jp/news/articles/2022-01-28/R6FWMVT1UM0W01,ソフトバンクＧ・インターナショナルのカリキオ最高戦略責任者が退社,0.2253,ポジティブ,5,1,1,7
2022-01-28,https://www.bloomberg.co.jp/news/articles/2022-01-28/R6FUKDDWRGG101,【米国市況】Ｓ＆Ｐ500種、20年６月以来の大幅高－荒れた１週間終了,0.0668,中立,19,12,8,39
2022-01-28,https://www.bloomberg.co.jp/news/articles/2022-01-28/R6FMSRT0AFB401,オミクロン派生型「ＢＡ．２」、感染力強いがブースター有効－英当局,-0.0563,中立,5,4,4,13
